network,entropy,,
2,10.74885845,,
2,10.75658417,,
2,10.75686169,,
2,10.7665329,,
2,10.76950741,,
2,10.75211334,,
2,10.75279427,,
2,10.78665543,,
2,10.72447205,,
2,10.6977644,,
2,10.7542572,,
2,10.73931694,,
2,10.75081062,,
2,10.76708984,,
2,10.6509552,,
2,10.70511532,,
2,10.73461819,,
2,10.76965332,,
2,10.74132729,,
2,10.68240738,,
2,10.73401356,,
2,10.67744064,,
2,10.73521137,,
2,10.75113487,,
2,10.72717285,,
2,10.76702499,,
2,10.65131092,,
2,10.58151436,,
2,10.73492241,,
2,10.76960659,,
2,10.74845314,,
2,10.75647545,,
2,10.63274956,,
2,10.75295925,,
2,10.4427433,,
2,10.70950127,,
2,10.78949356,,
2,10.784482,,
2,10.76179028,,
2,10.72864342,,
2,10.75995636,,
2,10.73835373,,
2,8.670510292,,
3,10.72421074,,
3,10.70539951,,
3,10.75634861,,
3,10.75452805,,
3,10.75182915,,
3,10.70253944,,
3,10.74822903,,
3,10.64780903,,
3,10.73884487,,
3,10.66422272,,
3,10.76286888,,
3,10.7404995,,
3,10.70998001,,
3,10.52633667,,
3,10.7189579,,
3,10.64832783,,
3,10.62980938,,
3,10.72128296,,
3,10.71029091,,
3,10.71973228,,
3,10.63487911,,
3,10.60295963,,
3,10.75403595,,
3,10.75254917,,
3,10.75213146,,
3,10.7181406,,
3,10.78006649,,
3,10.69414616,,
3,10.67568207,,
3,10.7266922,,
3,10.72808266,,
3,10.75943756,,
3,10.71263981,,
3,10.70883942,,
3,10.70754433,,
3,10.7605505,,
3,10.70318985,,
3,10.63832664,,
3,10.76302528,,
3,10.67253971,,
3,10.7534914,,
3,10.76384735,,
3,10.68046379,,
3,10.76183319,,
3,10.72294998,,
3,10.59750366,,
3,10.63084126,,
3,10.72542572,,
3,10.7466116,,
3,10.69397068,,
3,10.72686195,,
3,10.5800972,,
3,10.65473557,,
3,10.60827065,,
3,10.62734032,,
3,10.62662125,,
3,10.68636703,,
3,10.65029144,,
3,10.65423298,,
3,10.71029854,,
3,10.77915859,,
3,10.72572517,,
3,10.73465347,,
3,10.75552177,,
3,10.70869446,,
3,10.67910957,,
3,10.7547369,,
3,10.73755074,,
3,10.76632309,,
3,10.71618843,,
3,10.71990967,,
3,10.73412132,,
3,10.7664547,,
3,10.67593956,,
3,10.72032928,,
3,10.71022511,,
3,10.75755692,,
3,10.37219906,,
3,8.629442215,,
4,10.69181919,,
4,10.63856792,,
4,10.73059845,,
4,10.77850342,,
4,10.67167854,,
4,10.7262249,,
4,10.63852882,,
4,10.37403488,,
4,10.57224846,,
4,10.67338753,,
4,10.69453335,,
4,10.70174408,,
4,10.70214653,,
4,10.71326828,,
4,10.70124435,,
4,10.71020317,,
4,10.6366024,,
4,10.73923492,,
4,10.73324203,,
4,10.73361969,,
4,10.77408791,,
4,10.74866486,,
4,10.58126354,,
4,10.71937084,,
4,10.73540115,,
4,10.75412273,,
4,10.69605732,,
4,10.53854179,,
4,10.73655891,,
4,10.61631298,,
4,10.69904232,,
4,10.66627598,,
4,10.80997658,,
4,10.7449646,,
4,10.73558331,,
4,10.69434929,,
4,10.65332127,,
4,10.63190174,,
4,10.69531441,,
4,10.68258858,,
4,10.75392914,,
4,10.76236534,,
4,10.73401451,,
4,10.72937679,,
4,10.75695419,,
4,10.7528553,,
4,10.70506477,,
4,10.69032288,,
4,10.71868801,,
4,10.72531986,,
4,10.70334244,,
4,10.71066475,,
4,10.71435261,,
4,10.73134804,,
4,10.75174999,,
4,10.75766659,,
4,10.67680931,,
4,10.76585102,,
4,10.79092693,,
4,10.71919155,,
4,10.68873215,,
4,10.70600414,,
4,10.7299099,,
4,10.74799728,,
4,10.81336021,,
4,10.6199646,,
4,10.73942184,,
4,10.76059151,,
4,10.75720596,,
4,10.75347519,,
4,10.73407269,,
4,10.59513378,,
4,10.69936085,,
4,10.71534729,,
4,10.67185593,,
4,10.77690506,,
4,10.77767372,,
4,10.76289082,,
4,8.605005264,,
5,10.69358635,,
5,10.74197578,,
5,10.55824757,,
5,10.77718258,,
5,10.74328804,,
5,10.76538277,,
5,10.74164677,,
5,10.75925255,,
5,10.75137711,,
5,10.71029377,,
5,10.54784393,,
5,10.66827202,,
5,10.76744461,,
5,10.70746136,,
5,10.72806549,,
5,10.54943657,,
5,10.71810818,,
5,10.75123596,,
5,10.64428425,,
5,10.74761963,,
5,10.77087212,,
5,10.42911148,,
5,10.78288269,,
5,10.81190205,,
5,10.74220085,,
5,10.75051498,,
5,10.70115566,,
5,10.75210762,,
5,10.74982262,,
5,10.75081444,,
5,10.75271702,,
5,10.75675106,,
5,10.74671173,,
5,10.65588856,,
5,10.79825306,,
5,10.77932358,,
5,10.7565136,,
5,10.67435932,,
5,10.68870449,,
5,10.73269463,,
5,10.70292473,,
5,10.69492531,,
5,10.71931171,,
5,10.70260429,,
5,10.75409412,,
5,10.67007065,,
5,10.70235634,,
5,10.70440102,,
5,10.73193073,,
5,10.78839016,,
5,10.75525856,,
5,10.73403454,,
5,10.7259922,,
5,10.61095238,,
5,10.76885414,,
5,10.74974251,,
5,10.75152111,,
5,10.69091988,,
5,10.75689697,,
5,10.78939056,,
5,10.77564621,,
5,10.77459717,,
5,10.73460102,,
5,10.71731281,,
5,10.74431038,,
5,10.7478714,,
5,10.74979401,,
5,10.61980057,,
5,10.68613625,,
5,10.69744873,,
5,10.75191784,,
5,10.69211578,,
5,10.75974369,,
5,10.70833588,,
5,10.70873451,,
5,10.70819473,,
5,10.71122837,,
5,10.67540932,,
5,8.571354866,,
6,10.77460289,,
6,10.76327515,,
6,10.73950195,,
6,10.78215694,,
6,10.77286243,,
6,10.77160645,,
6,10.78741074,,
6,10.7175808,,
6,10.75832462,,
6,10.65394211,,
6,10.54051304,,
6,10.75034142,,
6,10.73975658,,
6,10.73474121,,
6,10.7224617,,
6,10.70858002,,
6,10.69338417,,
6,10.71385002,,
6,10.60515404,,
6,10.70347404,,
6,10.77718735,,
6,10.75287342,,
6,10.74324226,,
6,10.72570038,,
6,10.74097824,,
6,10.71892548,,
6,10.71433067,,
6,10.78852749,,
6,10.75556183,,
6,10.75874138,,
6,10.75119495,,
6,10.71878242,,
6,10.73382473,,
6,10.74796295,,
6,10.6790657,,
6,10.76236057,,
6,10.77590466,,
6,10.78928852,,
6,10.73259258,,
6,10.73489952,,
6,10.75095177,,
6,10.7325983,,
6,10.73559189,,
6,10.76151657,,
6,10.73214912,,
6,10.75992966,,
6,10.74466705,,
6,10.71449471,,
6,10.78129005,,
6,10.71694183,,
6,10.78952789,,
6,10.75233173,,
6,10.74465942,,
6,10.73398781,,
6,10.69382668,,
6,10.75047874,,
6,10.7779789,,
6,10.74860191,,
6,10.79571533,,
6,10.76389217,,
6,10.66821671,,
6,10.76322556,,
6,10.75770569,,
6,10.77127838,,
6,10.75514698,,
6,10.78280258,,
6,10.77548599,,
6,10.67148018,,
6,10.53453255,,
6,10.66754436,,
6,10.73965549,,
6,10.76060963,,
6,10.78439236,,
6,10.71318626,,
6,10.76171017,,
6,10.6966362,,
6,10.65752602,,
6,10.77828217,,
6,8.72358799,,
7,10.72718525,,
7,10.76087189,,
7,10.68932724,,
7,10.72986794,,
7,10.65202332,,
7,10.5415926,,
7,10.65299129,,
7,10.74647903,,
7,10.78221703,,
7,10.7423687,,
7,10.61546612,,
7,10.74044418,,
7,10.67216873,,
7,10.73383617,,
7,10.69846344,,
7,10.67133904,,
7,10.62283421,,
7,10.68087196,,
7,10.69970608,,
7,10.68270302,,
7,10.70761681,,
7,10.70407772,,
7,10.66944122,,
7,10.57507896,,
7,10.60464382,,
7,10.66920757,,
7,10.64675522,,
7,10.56010056,,
7,10.70535851,,
7,10.41006851,,
7,10.68940353,,
7,10.65827751,,
7,10.6926527,,
7,10.34034824,,
7,10.55739975,,
7,10.6751585,,
7,10.68197918,,
7,10.47819519,,
7,10.17092705,,
7,10.62917519,,
7,10.58228493,,
7,10.73142242,,
7,10.67012215,,
7,10.58848572,,
7,10.76244736,,
7,10.69195938,,
7,10.59759521,,
7,10.6773386,,
7,10.71027374,,
7,10.80573463,,
7,10.69856071,,
7,10.74000454,,
7,10.24819851,,
7,10.7285862,,
7,10.63071537,,
7,10.57382584,,
7,10.77339554,,
7,10.66865826,,
7,10.66809273,,
7,10.73103714,,
7,10.69999886,,
7,10.75223923,,
7,10.65006351,,
7,10.65883255,,
7,10.60191917,,
7,10.58163071,,
7,10.45550442,,
7,10.765522,,
7,10.69630623,,
7,10.57564163,,
7,10.78724098,,
7,10.6229248,,
7,10.63423252,,
7,10.77046585,,
7,10.44637299,,
7,10.61577606,,
7,10.73418808,,
7,10.67339706,,
7,8.618810654,,
8,10.70510483,,
8,10.72481441,,
8,10.61263466,,
8,10.20049858,,
8,10.69905853,,
8,10.64327526,,
8,10.65946388,,
8,10.71392632,,
8,10.48569107,,
8,10.73651123,,
8,10.62590981,,
8,10.50964355,,
8,10.58717155,,
8,10.5759325,,
8,10.71779633,,
8,10.77301121,,
8,10.71095753,,
8,10.74099922,,
8,10.77349091,,
8,10.59015274,,
8,10.75502014,,
8,10.66674042,,
8,10.79124928,,
8,10.7338171,,
8,10.73145103,,
8,10.59842777,,
8,10.73097324,,
8,10.65981102,,
8,10.69064045,,
8,10.61864567,,
8,10.67880726,,
8,10.74176979,,
8,10.71469784,,
8,10.68282127,,
8,10.72439766,,
8,10.71331215,,
8,10.79124451,,
8,10.70014572,,
8,10.61689377,,
8,10.67444134,,
8,10.52134132,,
8,10.63787651,,
8,10.63823223,,
8,10.67453194,,
8,10.69761181,,
8,10.59359932,,
8,10.7446928,,
8,10.71371555,,
8,10.64116096,,
8,10.69183731,,
8,10.72280121,,
8,10.7507267,,
8,10.74488926,,
8,10.77437401,,
8,10.69476032,,
8,10.69595337,,
8,8.66857338,,
8,10.60929298,,
8,10.6113863,,
8,10.66549015,,
8,10.7274704,,
8,10.60616398,,
8,10.72634888,,
8,10.55907631,,
8,10.74634743,,
8,10.74392986,,
8,10.6867733,,
8,10.51093197,,
8,10.66780663,,
8,10.65335655,,
8,10.69630241,,
8,10.75356293,,
8,10.6991415,,
8,10.67922783,,
8,10.59259701,,
8,10.73747635,,
8,10.56075668,,
8,10.65953064,,
8,7.753949165,,
9,10.74950981,,
9,10.33495522,,
9,10.66045856,,
9,10.6370945,,
9,10.31035805,,
9,10.6997118,,
9,10.65554142,,
9,10.77909565,,
9,10.75833511,,
9,10.28241825,,
9,10.63173199,,
9,10.6168642,,
9,10.58042145,,
9,10.73411751,,
9,10.73386574,,
9,10.6100235,,
9,10.57505131,,
9,10.59553146,,
9,10.54852486,,
9,10.6759901,,
9,10.60708714,,
9,10.67136383,,
9,10.24118614,,
9,10.59950447,,
9,10.73774338,,
9,10.62269592,,
9,10.71433258,,
9,10.64765739,,
9,10.69697666,,
9,10.58727932,,
9,10.66716385,,
9,10.62443352,,
9,10.69803238,,
9,10.76504803,,
9,10.67646122,,
9,10.58873653,,
9,10.78125,,
9,10.57292747,,
9,10.68192387,,
9,10.63417912,,
9,10.72241783,,
9,10.76652241,,
9,10.5283041,,
9,10.74442673,,
9,10.65386486,,
9,10.05922318,,
9,10.53219223,,
9,10.65941429,,
9,10.70459747,,
9,10.63123226,,
9,10.59623909,,
9,10.5869379,,
9,10.67161655,,
9,10.65981197,,
9,10.69049263,,
9,10.6554451,,
9,10.69777775,,
9,10.76437187,,
9,10.6171875,,
9,10.6799078,,
9,10.64461517,,
9,10.55874825,,
9,10.63303089,,
9,10.64379311,,
9,10.65470982,,
9,10.64670181,,
9,10.58677101,,
9,10.64410591,,
9,10.58469963,,
9,10.71316528,,
9,10.72408199,,
9,10.74466515,,
9,10.63069534,,
9,10.64383888,,
9,10.73964977,,
9,10.5824995,,
9,10.67498779,,
9,10.65166855,,
9,8.474012375,,
5000,10.74392891,,
5000,10.74913979,,
5000,10.76295567,,
5000,10.78678226,,
5000,10.75953484,,
5000,10.78224564,,
5000,10.74686527,,
5000,10.79494572,,
5000,10.76316643,,
5000,10.70708466,,
5000,10.74386501,,
5000,10.76555538,,
5000,10.79046345,,
5000,10.77538586,,
5000,10.78077888,,
5000,10.77971458,,
5000,10.67753601,,
5000,10.74457645,,
5000,10.70333767,,
5000,10.69185257,,
5000,10.7720356,,
5000,10.77312851,,
5000,10.71429825,,
5000,10.73914909,,
5000,10.72226143,,
5000,10.72075272,,
5000,10.72022724,,
5000,10.66840553,,
5000,10.7321682,,
5000,10.60818291,,
5000,10.770051,,
5000,10.73339367,,
5000,10.70647049,,
5000,10.74923325,,
5000,10.76558113,,
5000,10.76353455,,
5000,10.75098038,,
5000,10.75710869,,
5000,10.52681923,,
5000,10.70204544,,
5000,10.71956539,,
5000,10.76354122,,
5000,10.74711227,,
5000,10.80141068,,
5000,10.73547173,,
5000,10.7116394,,
5000,10.77819824,,
5000,10.69318962,,
5000,10.75310707,,
5000,10.77508736,,
5000,10.80591679,,
5000,10.78108406,,
5000,10.75269127,,
5000,10.75802422,,
5000,10.61687088,,
5000,10.76310539,,
5000,10.73433304,,
5000,10.76104736,,
5000,10.77814388,,
5000,10.7610817,,
5000,10.76354027,,
5000,10.7491436,,
5000,10.7573452,,
5000,10.78638458,,
5000,10.80165386,,
5000,10.74896812,,
5000,10.80759048,,
5000,10.78717422,,
5000,10.75753593,,
5000,10.70015144,,
5000,10.75601768,,
5000,10.74706364,,
5000,10.73987198,,
5000,10.72264385,,
5000,10.60011101,,
5000,10.7544241,,
5000,10.79625797,,
5000,10.77262211,,
5000,8.626402855,,
5000,10.76305485,,
5000,10.69211006,,
5000,10.67301369,,
5000,10.76360893,,
5000,10.73112202,,
5000,10.76730442,,
5000,10.78049946,,
5000,10.70642948,,
5000,10.77580643,,
5000,10.78302956,,
5000,10.80988121,,
5000,10.80860901,,
5000,10.78237152,,
5000,10.81474972,,
5000,10.75227547,,
5000,10.76392174,,
5000,10.70151997,,
5000,10.75066185,,
5000,10.77821827,,
5000,10.74190998,,
5000,10.77042389,,
5000,10.78396893,,
5000,10.79860973,,
5000,10.74204445,,
5000,10.70676327,,
5000,10.7703867,,
5000,10.78508091,,
5000,10.74506378,,
5000,10.75029755,,
5000,10.79816532,,
5000,10.80885887,,
5000,10.78092766,,
5000,10.73037052,,
5000,10.7617979,,
5000,10.74131393,,
5000,10.74782753,,
5000,10.74175262,,
5000,10.78681183,,
5000,10.80702782,,
5000,10.73933411,,
5000,10.75090981,,
5000,10.79900169,,
5000,10.73426819,,
5000,10.76574707,,
5000,10.72005653,,
5000,10.75413513,,
5000,10.80418682,,
5000,10.69356823,,
5000,10.80168915,,
5000,10.71766758,,
5000,10.67361641,,
5000,10.76263046,,
5000,10.72309303,,
5000,10.65027809,,
5000,10.77761841,,
5000,10.76348495,,
5000,10.70927048,,
5000,10.76982212,,
5000,10.72417641,,
5000,10.7630024,,
5000,10.81661034,,
5000,10.77637386,,
5000,10.77446556,,
5000,10.66238213,,
5000,10.74079895,,
5000,10.76509953,,
5000,10.75185966,,
5000,10.785326,,
5000,10.75564194,,
5000,10.75684357,,
5000,10.73373222,,
5000,10.68288422,,
5000,10.70751572,,
5000,10.76058578,,
5000,10.73844147,,
5000,10.66655922,,
5000,10.79194927,,
5000,10.78334045,,
5000,8.676695824,,
5000,10.77042389,,
5000,10.72214603,,
5000,10.74408722,,
5000,10.71074295,,
5000,10.72545528,,
5000,10.76689911,,
5000,10.76962757,,
5000,10.67222786,,
5000,10.76675797,,
5000,10.778615,,
5000,10.78095627,,
5000,10.62944984,,
5000,10.72159672,,
5000,10.76158142,,
5000,10.7269249,,
5000,10.81104279,,
5000,10.73056602,,
5000,10.72989464,,
5000,10.75562859,,
5000,10.679636,,
5000,10.79724407,,
5000,10.77508736,,
5000,10.80314636,,
5000,10.71429253,,
5000,10.74647045,,
5000,10.77930546,,
5000,10.75386715,,
5000,10.66442871,,
5000,10.75879097,,
5000,10.71282482,,
5000,10.76325989,,
5000,10.77130318,,
5000,10.7900486,,
5000,10.76266289,,
5000,10.77304268,,
5000,10.74156952,,
5000,10.76673889,,
5000,10.79592705,,
5000,10.79329109,,
5000,10.77157497,,
5000,10.7590456,,
5000,10.72616196,,
5000,10.66946888,,
5000,10.8035984,,
5000,10.75250626,,
5000,10.76147747,,
5000,10.75666809,,
5000,10.74281597,,
5000,10.76802254,,
5000,10.80211258,,
5000,10.76902676,,
5000,10.70736217,,
5000,10.79206657,,
5000,10.75760746,,
5000,10.76081467,,
5000,10.7843523,,
5000,10.78734493,,
5000,10.68431282,,
5000,10.83385468,,
5000,10.8025589,,
5000,10.78869343,,
5000,10.76054764,,
5000,10.74230576,,
5000,10.76742077,,
5000,10.65759754,,
5000,10.70736694,,
5000,10.68271542,,
5000,10.71816444,,
5000,10.79320431,,
5000,10.7062254,,
5000,10.75906754,,
5000,10.76302338,,
5000,10.45542908,,
5000,10.77840424,,
5000,10.74204826,,
5000,10.71823692,,
5000,10.7544651,,
5000,10.7065897,,
5000,8.735772133,,
5000,10.76795769,,
5000,10.71779442,,
5000,10.74663162,,
5000,10.72706795,,
5000,10.71166039,,
5000,10.78697968,,
5000,10.76498127,,
5000,10.67883682,,
5000,10.76084042,,
5000,10.76542282,,
5000,10.75055695,,
5000,10.73157692,,
5000,10.79470158,,
5000,10.7907877,,
5000,10.7296524,,
5000,10.73654175,,
5000,10.79183388,,
5000,10.75058651,,
5000,10.7428112,,
5000,10.7344656,,
5000,10.68792725,,
5000,10.72602272,,
5000,10.76574326,,
5000,10.74952126,,
5000,10.71675587,,
5000,10.73843575,,
5000,10.7303381,,
5000,10.71357536,,
5000,10.76956367,,
5000,10.70940495,,
5000,10.78082848,,
5000,10.79219818,,
5000,10.79722214,,
5000,10.74701309,,
5000,10.75622177,,
5000,10.73166275,,
5000,10.79184246,,
5000,10.77855873,,
5000,10.74189377,,
5000,10.75778961,,
5000,10.76794243,,
5000,10.77658463,,
5000,10.75451279,,
5000,10.73471832,,
5000,10.69003773,,
5000,10.76392937,,
5000,10.69988823,,
5000,10.74076653,,
5000,10.75093079,,
5000,10.72929001,,
5000,10.77955627,,
5000,10.77133274,,
5000,10.74761772,,
5000,10.72960472,,
5000,10.77236557,,
5000,10.76504135,,
5000,10.80312252,,
5000,10.72857666,,
5000,10.70866203,,
5000,10.76795101,,
5000,10.76543808,,
5000,10.77628708,,
5000,10.79442596,,
5000,10.69225407,,
5000,10.75620747,,
5000,10.75478458,,
5000,10.72652054,,
5000,10.62857437,,
5000,10.80167198,,
5000,10.77037716,,
5000,10.75798035,,
5000,10.6811142,,
5000,10.78989029,,
5000,10.75540543,,
5000,10.7091856,,
5000,10.73509979,,
5000,10.74341011,,
5000,10.79412556,,
5000,8.678564072,,
5000,10.68463993,,
5000,10.80263519,,
5000,10.65972328,,
5000,10.74412918,,
5000,10.73292923,,
5000,10.77232552,,
5000,10.70126152,,
5000,10.77210426,,
5000,10.81827927,,
5000,10.72762871,,
5000,10.73733139,,
5000,10.68475533,,
5000,10.69334221,,
5000,10.76204872,,
5000,10.73948669,,
5000,10.77435589,,
5000,10.75470543,,
5000,10.61890411,,
5000,10.75605583,,
5000,10.7635746,,
5000,10.62734032,,
5000,10.75739384,,
5000,10.74143314,,
5000,10.72329903,,
5000,10.81173515,,
5000,10.70365524,,
5000,10.74240208,,
5000,10.69951057,,
5000,10.6553669,,
5000,10.73707867,,
5000,10.77720833,,
5000,10.77560616,,
5000,10.7668581,,
5000,10.73549175,,
5000,10.7729187,,
5000,10.80870056,,
5000,10.74152756,,
5000,10.78447342,,
5000,10.74109268,,
5000,10.76722336,,
5000,10.761446,,
5000,10.70558739,,
5000,10.76968002,,
5000,10.77411175,,
5000,10.73854256,,
5000,10.76688766,,
5000,10.71361637,,
5000,10.67728043,,
5000,10.76909161,,
5000,10.76016808,,
5000,10.67294693,,
5000,10.71087933,,
5000,10.78116798,,
5000,10.73065948,,
5000,10.77675629,,
5000,10.67979908,,
5000,10.73220444,,
5000,10.75292969,,
5000,10.77766228,,
5000,10.74347878,,
5000,10.73170853,,
5000,10.77163601,,
5000,10.77077389,,
5000,10.78262711,,
5000,10.73171234,,
5000,10.76634407,,
5000,10.75221157,,
5000,10.75034332,,
5000,10.77553177,,
5000,10.75226974,,
5000,10.81671619,,
5000,10.70397949,,
5000,10.78305435,,
5000,10.75885582,,
5000,10.74503899,,
5000,10.73890305,,
5000,10.75871086,,
5000,10.74064064,,
5000,8.674510956,,
5000,10.63694,,
5000,10.78649426,,
5000,10.72134972,,
5000,10.66563034,,
5000,10.74508762,,
5000,10.70406723,,
5000,10.65966511,,
5000,10.71596527,,
5000,10.74841785,,
5000,10.70574284,,
5000,10.69814491,,
5000,10.72456932,,
5000,10.68894005,,
5000,10.77929974,,
5000,10.71985245,,
5000,10.76365471,,
5000,10.76520824,,
5000,10.69645977,,
5000,10.7103672,,
5000,10.71833515,,
5000,10.74538803,,
5000,10.73172569,,
5000,10.77462769,,
5000,10.78103733,,
5000,10.77708435,,
5000,10.71998215,,
5000,10.76593971,,
5000,10.76511574,,
5000,10.77318001,,
5000,10.77692604,,
5000,10.78179073,,
5000,10.71487236,,
5000,10.75221252,,
5000,10.73748302,,
5000,10.73553276,,
5000,10.68480873,,
5000,10.81830311,,
5000,10.735816,,
5000,10.7272234,,
5000,10.74368763,,
5000,10.61163044,,
5000,10.76240349,,
5000,10.79992962,,
5000,10.74793911,,
5000,10.79186249,,
5000,10.71056938,,
5000,10.61375999,,
5000,10.69381332,,
5000,10.62495232,,
5000,10.78038883,,
5000,10.71559334,,
5000,10.76723766,,
5000,10.74581528,,
5000,10.74585819,,
5000,10.73379135,,
5000,10.70099926,,
5000,10.74694157,,
5000,10.72551918,,
5000,10.55957603,,
5000,10.74936104,,
5000,10.76697254,,
5000,10.76658249,,
5000,10.75657654,,
5000,10.78404999,,
5000,10.73320198,,
5000,10.75374794,,
5000,10.7719965,,
5000,10.72993088,,
5000,10.77527142,,
5000,10.69114876,,
5000,10.67326641,,
5000,10.69652653,,
5000,10.77912807,,
5000,10.67606735,,
5000,10.67319775,,
5000,10.75139236,,
5000,10.71607018,,
5000,10.74333,,
5000,8.689173698,,
5000,10.63391781,,
5000,10.74809074,,
5000,10.77165222,,
5000,10.77953148,,
5000,10.69466496,,
5000,10.80894375,,
5000,10.80683994,,
5000,10.75582981,,
5000,10.77711391,,
5000,10.74516296,,
5000,10.7225256,,
5000,10.74025345,,
5000,10.7847271,,
5000,10.7869854,,
5000,10.76260376,,
5000,10.78623199,,
5000,10.79127502,,
5000,10.78095341,,
5000,10.73459148,,
5000,10.7090416,,
5000,10.70700645,,
5000,10.76951218,,
5000,10.77806854,,
5000,10.75543308,,
5000,10.70287418,,
5000,10.73715019,,
5000,10.74003792,,
5000,10.74348354,,
5000,10.70872116,,
5000,10.81029797,,
5000,10.78138542,,
5000,10.72895432,,
5000,10.62737751,,
5000,10.72579384,,
5000,10.79238224,,
5000,10.77066994,,
