network,entropy,,
5000,10.73260307,,
5000,10.77091026,,
5000,10.76107407,,
5000,10.67074966,,
5000,10.65265846,,
5000,10.71050262,,
5000,10.78291321,,
5000,10.78553581,,
5000,10.77972889,,
5000,10.77368355,,
5000,10.75904274,,
5000,10.7875185,,
5000,10.79113293,,
5000,10.76973629,,
5000,10.75108528,,
5000,10.789114,,
5000,10.78911972,,
5000,10.76361465,,
5000,10.69641495,,
5000,10.74458504,,
5000,10.78428268,,
5000,10.75794983,,
5000,10.697752,,
5000,10.75270176,,
5000,10.69367695,,
5000,10.78658485,,
5000,10.73464203,,
5000,10.78718376,,
5000,10.77133942,,
5000,10.78000641,,
5000,10.75045013,,
5000,10.76684189,,
5000,10.69417667,,
5000,10.74045467,,
5000,10.75172901,,
5000,10.68769836,,
5000,10.77558041,,
5000,10.75756836,,
5000,10.75002289,,
5000,10.76725674,,
5000,10.7590704,,
5000,10.71086311,,
5000,8.665869713,,
5000,10.739604,,
5000,10.72622299,,
5000,10.78824425,,
5000,10.75042343,,
5000,10.78197861,,
5000,10.74889183,,
5000,10.77726841,,
5000,10.72986794,,
5000,10.75203323,,
5000,10.7326889,,
5000,10.78072548,,
5000,10.78300095,,
5000,10.77158546,,
5000,10.72507381,,
5000,10.70635223,,
5000,10.73623848,,
5000,10.73796082,,
5000,10.73851204,,
5000,10.74812317,,
5000,10.71906853,,
5000,10.66859627,,
5000,10.77326012,,
5000,10.70199203,,
5000,10.70043945,,
5000,10.76974297,,
5000,10.76725197,,
5000,10.73803329,,
5000,10.74580479,,
5000,10.72329712,,
5000,10.60015488,,
5000,10.67871094,,
5000,10.74862671,,
5000,10.71169853,,
5000,10.77449989,,
5000,10.75459862,,
5000,10.70019817,,
5000,10.5813694,,
5000,10.76550865,,
5000,10.65855408,,
5000,10.74895287,,
5000,10.71395683,,
5000,10.79576874,,
5000,10.77647114,,
5000,10.74291325,,
5000,10.68987846,,
5000,10.59831715,,
5000,10.76860714,,
5000,10.7286377,,
5000,10.76181793,,
5000,10.72961998,,
5000,10.78250217,,
5000,10.75051975,,
5000,10.7435894,,
5000,10.79572773,,
5000,10.67793274,,
5000,10.73141193,,
5000,10.77282524,,
5000,10.71805477,,
5000,10.7534256,,
5000,10.74232674,,
5000,10.7924366,,
5000,10.71626282,,
5000,10.77219486,,
5000,10.77605247,,
5000,10.71650314,,
5000,10.77422905,,
5000,10.79145813,,
5000,10.73377991,,
5000,10.73496819,,
5000,10.70195198,,
5000,10.64164162,,
5000,10.48127556,,
5000,10.73234367,,
5000,10.73863602,,
5000,10.67223167,,
5000,10.76573181,,
5000,10.75451469,,
5000,10.77015305,,
5000,8.541845322,,
5000,10.70306873,,
5000,10.73433876,,
5000,10.78522873,,
5000,10.77423382,,
5000,10.73619938,,
5000,10.76908302,,
5000,10.7389183,,
5000,10.79293346,,
5000,10.81703758,,
5000,10.76011658,,
5000,10.80184746,,
5000,10.77111816,,
5000,10.70072365,,
5000,10.77549553,,
5000,10.70261955,,
5000,10.72938919,,
5000,10.74945831,,
5000,10.76481438,,
5000,10.76106834,,
5000,10.80155182,,
5000,10.74690247,,
5000,10.78094578,,
5000,10.78257179,,
5000,10.7524929,,
5000,10.74043655,,
5000,10.79130363,,
5000,10.79389,,
5000,10.81692791,,
5000,10.75297642,,
5000,10.66409397,,
5000,10.72951984,,
5000,10.77491951,,
5000,10.78569603,,
5000,10.73637199,,
5000,10.74098206,,
5000,10.72111988,,
5000,10.62340832,,
5000,10.7490654,,
5000,10.77031994,,
5000,10.73811245,,
5000,10.74730968,,
5000,10.77154922,,
5000,10.71883202,,
5000,10.74424839,,
5000,10.72097588,,
5000,10.75924015,,
5000,10.76230812,,
5000,10.73897743,,
5000,10.75937271,,
5000,10.77079582,,
5000,10.75128937,,
5000,10.73596954,,
5000,10.69536209,,
5000,10.78109932,,
5000,10.77207756,,
5000,10.73848152,,
5000,10.78518867,,
5000,10.75436592,,
5000,10.72474289,,
5000,10.80994606,,
5000,10.75142097,,
5000,10.41084194,,
5000,10.75603294,,
5000,10.76104927,,
5000,10.79581642,,
5000,10.7788868,,
5000,10.75396061,,
5000,10.68894958,,
5000,10.80775452,,
5000,10.72907734,,
5000,10.71193314,,
5000,10.78975868,,
5000,10.73241234,,
5000,10.76592922,,
5000,10.74605179,,
5000,10.67288399,,
5000,10.75365067,,
5000,10.73980713,,
5000,8.707623482,,
5000,10.76452827,,
5000,10.79358101,,
5000,10.70115662,,
5000,10.75861931,,
5000,10.69446468,,
5000,10.73838806,,
5000,10.64623165,,
5000,10.71841908,,
5000,10.74877357,,
5000,10.7395277,,
5000,10.75142288,,
5000,10.73808575,,
5000,10.73436928,,
5000,10.76233673,,
5000,10.77032089,,
5000,10.78562355,,
5000,10.74762726,,
5000,10.77086067,,
5000,10.77378941,,
5000,10.70484543,,
5000,10.66851044,,
5000,10.6939888,,
5000,10.72237396,,
5000,10.76111984,,
5000,10.74561405,,
5000,10.69403267,,
5000,10.71168423,,
5000,10.79989815,,
5000,10.75906658,,
5000,10.67455101,,
5000,10.66466045,,
5000,10.74776459,,
5000,10.75335598,,
5000,10.80781174,,
5000,10.77624989,,
5000,10.68841362,,
5000,10.7826519,,
5000,10.78369522,,
5000,10.72488785,,
5000,10.75118637,,
5000,10.82569695,,
5000,10.74815178,,
5000,10.75399971,,
5000,10.71437454,,
5000,10.73361969,,
5000,10.78213978,,
5000,10.75419235,,
5000,10.74546432,,
5000,10.68602562,,
5000,10.72068405,,
5000,10.80350113,,
5000,10.78710079,,
5000,10.65841579,,
5000,10.76160622,,
5000,10.7946167,,
5000,10.76038742,,
5000,10.717062,,
5000,10.76483154,,
5000,10.69538689,,
5000,10.78619957,,
5000,10.7405386,,
5000,10.7445116,,
5000,10.75670052,,
5000,10.78309345,,
5000,10.77056026,,
5000,10.74889565,,
5000,10.77100182,,
5000,10.7673378,,
5000,10.79459381,,
5000,10.76772976,,
5000,10.60586357,,
5000,10.6689167,,
5000,10.77145958,,
5000,10.74351788,,
5000,10.68885803,,
5000,10.76557446,,
5000,10.7523365,,
5000,10.7483511,,
5000,8.714869499,,
