network,mean,std
0,10.707849001582664,0.23761618270109053
1,10.673952935617182,0.24154332150163332
2,10.700471069239363,0.23804442824227023
3,10.675612679010705,0.24175531855674498
4,10.680770041067388,0.24525970318646695
5,10.692334585551974,0.24937270899366776
5000,10.717627189732806,0.23625266616995752
6,10.709868382804002,0.23145873262489278
7,10.623904167851315,0.25454581513940966
8,10.608290491224844,0.4050280715081099
9,10.604860849018339,0.2709618865777732
